prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,to,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
山で哲也と結衣が歩いていたとき、結衣は珍しい飲み物を見つけ、すぐに,214,1,3,5,6,8,13,15,22,23,結,哲,結,結,哲,哲,ablation,山,0.3789,0.0011,0.0033
美優と哲也は家で修理をしていた。哲也は近くにあったバスケットボールを掴み、,699,1,1,3,4,6,13,15,25,26,哲,美,哲,哲,美,美,ablation,美,0.625,0.625,0.0006
学校で千尋と美咲が練習していた。美咲は指輪をキャッチすると、力強く,312,1,3,5,6,9,14,17,26,27,美,千,美,美,千,千,circuit,手,0.0361,0.0103,0.0012
家で一輝と達也が乾杯しようとしていた。達也は冷えたキスを開け、,1057,1,3,5,6,8,15,17,24,25,達,一,達,達,一,一,circuit,一,0.2031,0.2031,0.0006
葵と一輝は山で休憩していた。一輝は携帯の画面にある骨を表示し、,858,1,1,2,3,5,12,14,25,26,一,葵,一,一,葵,葵,ablation,葵,0.3379,0.3379,0.0294
一輝と大輔は病院で修理をしていた。大輔は近くにあったコンピューターを掴み、,684,1,1,3,4,6,14,16,27,28,大,一,大,大,一,一,ablation,一,0.2891,0.2891,0.0162
学校で優花と一輝が仕事をしていた。一輝は新しいコンピューターを作成し、その内容を,460,1,3,5,6,8,12,14,26,27,一,優,一,一,優,優,circuit,優,0.6758,0.6758,0.0071
オフィスで和也と陽菜が歩いていたとき、陽菜は珍しい骨を見つけ、すぐに,186,1,5,7,8,10,15,17,23,24,陽,和,陽,陽,和,和,ablation,和,0.3047,0.3047,0.0134
駅で和也と翼が話していた。翼はコンピューターを取り出すと、,60,1,4,6,7,8,12,13,21,22,翼,和,翼,翼,和,和,eval,和,0.1543,0.1543,0.0015
優花と陽菜は庭にいた。陽菜は落ちていたバスケットボールを拾い、,83,1,1,3,4,6,11,13,22,23,陽,優,陽,陽,優,優,ablation,優,0.4141,0.4141,0.0171
オフィスで亮と結衣が乾杯しようとしていた。結衣は冷えたネックレスを開け、,1053,1,5,6,7,9,16,18,26,27,結,亮,結,結,亮,亮,ablation,亮,0.332,0.332,0.0013
レストランの隅で彩と和也が二人きりだった。和也は衝撃的なスナックを知り、こっそりと,527,1,5,6,7,9,15,17,33,34,和,彩,和,和,彩,彩,ablation,彩,0.2441,0.2441,0.033
店で未来と結衣が準備をしていた。結衣は余分なコンピューターを持っていたので、,724,1,3,4,5,7,12,14,25,26,結,未来,結,結,未来,未来,circuit,店,0.21,0.0134,0.1191
哲也と陽菜はオフィスで休憩していた。陽菜は携帯の画面にあるコンピューターを表示し、,836,1,1,3,4,6,15,17,31,32,陽,哲,陽,陽,哲,哲,ablation,哲,0.3867,0.3867,0.0034
病院で一輝と結衣が乾杯しようとしていた。結衣は冷えた骨を開け、,1042,1,4,6,7,9,16,18,24,25,結,一,結,結,一,一,ablation,一,0.1553,0.1553,0.002
庭で結衣と陽菜が準備をしていた。陽菜は余分なバスケットボールを持っていたので、,731,1,3,5,6,8,13,15,25,26,陽,結,陽,陽,結,結,ablation,庭,0.498,0.0918,0.004
山で七海と大輔が仕事をしていた。大輔は新しいバスケットボールを作成し、その内容を,499,1,3,5,6,8,12,14,25,26,大,七,大,大,七,七,ablation,山,0.4805,0.0835,0.0128
拓也と結衣は学校にいた。結衣は落ちていたスナックを拾い、,103,1,1,3,4,6,11,13,22,23,結,拓,結,結,拓,拓,circuit,拓,0.6797,0.6797,0.0005
家の隅で健太と翔太が二人きりだった。翔太は衝撃的なキスを知り、こっそりと,553,1,4,6,7,9,15,17,32,33,翔,健,翔,翔,健,健,ablation,健,0.4141,0.4141,0.0076
病院で大輔と翔太が乾杯しようとしていた。翔太は冷えた飲み物を開け、,1046,1,4,6,7,9,16,18,25,26,翔,大,翔,翔,大,大,ablation,大,0.1836,0.1836,0.0001
駅で愛と大輔が練習していた。大輔はネックレスをキャッチすると、力強く,349,1,4,5,6,8,13,15,25,26,大,愛,大,大,愛,愛,eval,振り,0.0344,0.0118,0.0056
亮と大輔は庭の図書館にいた。大輔は借りていたスナックを読み終え、,951,1,1,2,3,5,15,17,27,28,大,亮,大,大,亮,亮,circuit,亮,0.085,0.085,0.009
葵と七海は病院で修理をしていた。七海は近くにあったバスケットボールを掴み、,683,1,1,2,3,5,13,15,25,26,七,葵,七,七,葵,葵,circuit,葵,0.1875,0.1875,0.0007
庭で剛と一輝が練習していた。一輝はバスケットボールをキャッチすると、力強く,299,1,3,4,5,7,12,14,24,25,一,剛,一,一,剛,剛,ablation,投,0.1865,0.0003,0.012
レストランで彩と拓也が練習していた。拓也はコンピューターをキャッチすると、力強く,308,1,3,4,5,7,12,14,25,26,拓,彩,拓,拓,彩,彩,eval,、,0.0596,0.0005,0.0
葵と大輔はオフィスにいた。大輔は落ちていたネックレスを拾い、,117,1,1,2,3,5,12,14,23,24,大,葵,大,大,葵,葵,ablation,葵,0.2871,0.2871,0.0056
店で陸と大輔が仕事をしていた。大輔は新しいスナックを作成し、その内容を,439,1,3,4,5,7,11,13,24,25,大,陸,大,大,陸,陸,ablation,店,0.3379,0.0457,0.0038
オフィスで涼太と美優が話していた。美優はスナックを取り出すと、,47,1,5,7,8,10,14,16,23,24,美,涼,美,美,涼,涼,ablation,涼,0.2031,0.2031,0.0156
拓也と翔太はレストランで休憩していた。翔太は携帯の画面にあるキスを表示し、,809,1,1,3,4,6,13,15,27,28,翔,拓,翔,翔,拓,拓,ablation,拓,0.7383,0.7383,0.0082
家の隅で優花と葵が二人きりだった。葵は衝撃的な飲み物を知り、こっそりと,558,1,4,6,7,8,14,15,30,31,葵,優,葵,葵,優,優,ablation,優,0.2578,0.2578,0.0044
駅で美優と健太が本棚を見ていた。健太は面白そうなバスケットボールを選び、,635,1,4,6,7,9,15,17,25,26,健,美,健,健,美,美,ablation,美,0.5547,0.5547,0.0023
レストランで愛と陽菜が準備をしていた。陽菜は余分な骨を持っていたので、,738,1,3,4,5,7,12,14,22,23,陽,愛,陽,陽,愛,愛,ablation,愛,0.0459,0.0459,0.0116
病院の隅で彩と美優が二人きりだった。美優は衝撃的な骨を知り、こっそりと,538,1,6,7,8,10,16,18,32,33,美,彩,美,美,彩,彩,ablation,彩,0.249,0.249,0.0298
病院で葵と結衣が話していた。結衣は骨を取り出すと、,34,1,4,5,6,8,12,14,19,20,結,葵,結,結,葵,葵,ablation,葵,0.2402,0.2402,0.0077
七海と健太は庭で休憩していた。健太は携帯の画面にある骨を表示し、,802,1,1,3,4,6,13,15,26,27,健,七,健,健,七,七,ablation,七,0.416,0.416,0.0437
店で美羽と七海が話していた。七海はキスを取り出すと、,1,1,3,5,6,8,12,14,20,21,七,美,七,七,美,美,ablation,美,0.2109,0.2109,0.0135
駅で千尋と涼太が準備をしていた。涼太は余分な飲み物を持っていたので、,782,1,4,6,7,9,14,16,25,26,涼,千,涼,涼,千,千,ablation,千,0.4316,0.4316,0.0427
山で美月と翼が歩いていたとき、翼は珍しい指輪を見つけ、すぐに,208,1,3,5,6,7,12,13,20,21,翼,美,翼,翼,美,美,ablation,山,0.3984,0.1885,0.0034
駅で美咲と翔太が本棚を見ていた。翔太は面白そうなネックレスを選び、,637,1,4,7,8,10,16,18,26,27,翔,美,翔,翔,美,美,eval,美,0.543,0.543,0.0029
庭で未来と健太が歩いていたとき、健太は珍しい骨を見つけ、すぐに,154,1,3,4,5,7,12,14,20,21,健,未来,健,健,未来,未来,ablation,庭,0.2891,0.0047,0.0093
病院で愛と拓也が仕事をしていた。拓也は新しいバスケットボールを作成し、その内容を,467,1,4,5,6,8,12,14,25,26,拓,愛,拓,拓,愛,愛,ablation,病,0.3145,0.0957,0.0095
一輝と結衣がレストランで席に着いた。結衣は熱い飲み物を持ってきて、,382,1,1,3,4,6,14,16,23,24,結,一,結,結,一,一,ablation,一,0.3184,0.3184,0.0011
店で楓と哲也が買い物をしていた。哲也は素敵なネックレスを購入し、,221,1,3,5,6,8,13,15,24,25,哲,�,哲,哲,�,�,circuit,店,0.4727,0.0,0.0005
オフィスで美月と達也が乾杯しようとしていた。達也は冷えたコンピューターを開け、,1052,1,5,7,8,10,17,19,28,29,達,美,達,達,美,美,ablation,美,0.2441,0.2441,0.0004
山の隅で拓也と健太が二人きりだった。健太は衝撃的な指輪を知り、こっそりと,568,1,5,7,8,10,16,18,33,34,健,拓,健,健,拓,拓,ablation,山,0.0659,0.0583,0.0139
直樹と健太はオフィスで休憩していた。健太は携帯の画面にあるネックレスを表示し、,837,1,1,3,4,6,15,17,30,31,健,直,健,健,直,直,ablation,直,0.4824,0.4824,0.0035
学校で結衣と陽菜が練習していた。陽菜はキスをキャッチすると、力強く,313,1,3,5,6,8,13,15,24,25,陽,結,陽,陽,結,結,ablation,キ,0.0786,0.0027,0.0027
優花と葵がオフィスで席に着いた。葵は熱いキスを持ってきて、,401,1,1,3,4,5,15,16,23,24,葵,優,葵,葵,優,優,ablation,優,0.7031,0.7031,0.0002
レストランで翼と大輔が練習していた。大輔は骨をキャッチすると、力強く,306,1,3,4,5,7,12,14,22,23,大,翼,大,大,翼,翼,ablation,飛,0.0459,0.0231,0.007
愛と拓也は駅で休憩していた。拓也は携帯の画面にある指輪を表示し、,848,1,1,2,3,5,13,15,27,28,拓,愛,拓,拓,愛,愛,ablation,愛,0.5508,0.5508,0.0021
庭で直樹と美優が買い物をしていた。美優は素敵なコンピューターを購入し、,228,1,3,5,6,8,13,15,25,26,美,直,美,美,直,直,ablation,直,0.6055,0.6055,0.0076
陸と大輔は病院で修理をしていた。大輔は近くにあった飲み物を掴み、,686,1,1,2,3,5,13,15,24,25,大,陸,大,大,陸,陸,circuit,陸,0.2178,0.2178,0.0066
健太と翔太は病院で休憩していた。翔太は携帯の画面にある飲み物を表示し、,830,1,1,3,4,6,14,16,28,29,翔,健,翔,翔,健,健,ablation,健,0.8867,0.8867,0.0005
店で陽菜と翔太が歩いていたとき、翔太は珍しいスナックを見つけ、すぐに,151,1,3,5,6,8,13,15,23,24,翔,陽,翔,翔,陽,陽,ablation,店,0.5117,0.0894,0.0039
健太と陽菜は駅で修理をしていた。陽菜は近くにあった骨を掴み、,706,1,1,3,4,6,14,16,24,25,陽,健,陽,陽,健,健,ablation,健,0.625,0.625,0.002
家の隅で愛と陽菜が二人きりだった。陽菜は衝撃的なバスケットボールを知り、こっそりと,555,1,4,5,6,8,14,16,32,33,陽,愛,陽,陽,愛,愛,eval,家,0.0903,0.0581,0.0275
病院で翼と一輝が本棚を見ていた。一輝は面白そうなネックレスを選び、,613,1,4,5,6,8,14,16,24,25,一,翼,一,一,翼,翼,ablation,翼,0.3691,0.3691,0.0082
愛と陽菜はオフィスの図書館にいた。陽菜は借りていた指輪を読み終え、,976,1,1,2,3,5,17,19,28,29,陽,愛,陽,陽,愛,愛,ablation,愛,0.3008,0.3008,0.0026
店の隅で陸と結衣が二人きりだった。結衣は衝撃的なスナックを知り、こっそりと,511,1,5,6,7,9,15,17,33,34,結,陸,結,結,陸,陸,ablation,店,0.1016,0.0449,0.0156
レストランで亮と大輔が練習していた。大輔はキスをキャッチすると、力強く,305,1,3,4,5,7,12,14,23,24,大,亮,大,大,亮,亮,ablation,突,0.0361,0.011,0.0085
オフィスで剛と翔太が歩いていたとき、翔太は珍しいコンピューターを見つけ、すぐに,188,1,5,6,7,9,14,16,25,26,翔,剛,翔,翔,剛,剛,ablation,その,0.0471,0.0442,0.006
隼人と楓は店で修理をしていた。楓は近くにあったバスケットボールを掴み、,651,1,1,3,3,5,4,6,24,25,�,隼,�,�,隼,隼,ablation,隼,0.416,0.416,0.0
家の隅で彩と健太が二人きりだった。健太は衝撃的なコンピューターを知り、こっそりと,556,1,4,5,6,8,14,16,33,34,健,彩,健,健,彩,彩,ablation,彩,0.5078,0.5078,0.0027
山の隅で健太と大輔が二人きりだった。大輔は衝撃的な骨を知り、こっそりと,570,1,5,7,8,10,16,18,32,33,大,健,大,大,健,健,ablation,健,0.3887,0.3887,0.0205
山の隅で美月と達也が二人きりだった。達也は衝撃的なバスケットボールを知り、こっそりと,571,1,5,7,8,10,16,18,34,35,達,美,達,達,美,美,ablation,美,0.3008,0.3008,0.0557
店で一輝と美優が本棚を見ていた。美優は面白そうな飲み物を選び、,582,1,3,5,6,8,14,16,23,24,美,一,美,美,一,一,ablation,一,0.3789,0.3789,0.0201
店で里奈と愛が歩いていたとき、愛は珍しい骨を見つけ、すぐに,146,1,3,5,6,7,12,13,19,20,愛,里,愛,愛,里,里,ablation,店,0.2285,0.0242,0.0137
駅で和也と七海が本棚を見ていた。七海は面白そうなバスケットボールを選び、,635,1,4,6,7,9,15,17,25,26,七,和,七,七,和,和,ablation,和,0.4785,0.4785,0.0082
店で美月と翔太が本棚を見ていた。翔太は面白そうなネックレスを選び、,581,1,3,5,6,8,14,16,24,25,翔,美,翔,翔,美,美,ablation,美,0.3203,0.3203,0.0013
家で涼太と陽菜が準備をしていた。陽菜は余分な骨を持っていたので、,770,1,3,5,6,8,13,15,23,24,陽,涼,陽,陽,涼,涼,ablation,家,0.0698,0.0177,0.0065
哲也と愛がオフィスで席に着いた。愛は熱いコンピューターを持ってきて、,404,1,1,3,4,5,15,16,25,26,愛,哲,愛,愛,哲,哲,ablation,哲,0.4453,0.4453,0.0008
庭で美月と拓也が仕事をしていた。拓也は新しい指輪を作成し、その内容を,440,1,3,5,6,8,12,14,24,25,拓,美,拓,拓,美,美,ablation,美,0.5742,0.5742,0.0018
さくらと亮は店で修理をしていた。亮は近くにあった飲み物を掴み、,654,1,1,4,5,6,13,14,23,24,亮,さ,亮,亮,さ,さ,eval,さ,0.543,0.543,0.0004
翼と陽菜が庭で席に着いた。陽菜は熱いバスケットボールを持ってきて、,371,1,1,2,3,5,13,15,23,24,陽,翼,陽,陽,翼,翼,ablation,翼,0.4434,0.4434,0.0018
翼と陽菜は庭にいた。陽菜は落ちていたコンピューターを拾い、,84,1,1,2,3,5,10,12,22,23,陽,翼,陽,陽,翼,翼,eval,翼,0.6055,0.6055,0.0017
美月と達也は駅で修理をしていた。達也は近くにあったキスを掴み、,705,1,1,3,4,6,14,16,25,26,達,美,達,達,美,美,ablation,美,0.4844,0.4844,0.0039
健太と大輔は庭で修理をしていた。大輔は近くにあった骨を掴み、,658,1,1,3,4,6,13,15,23,24,大,健,大,大,健,健,ablation,健,0.4824,0.4824,0.0069
彩と一輝はオフィスで休憩していた。一輝は携帯の画面にあるキスを表示し、,833,1,1,2,3,5,14,16,28,29,一,彩,一,一,彩,彩,circuit,彩,0.582,0.582,0.042
店で結衣と翔太が歩いていたとき、翔太は珍しいスナックを見つけ、すぐに,151,1,3,5,6,8,13,15,23,24,翔,結,翔,翔,結,結,ablation,結,0.6055,0.6055,0.0056
オフィスで翼と一輝が話していた。一輝は骨を取り出すと、,42,1,5,6,7,9,13,15,20,21,一,翼,一,一,翼,翼,eval,翼,0.2383,0.2383,0.0184
拓也と翔太は庭で休憩していた。翔太は携帯の画面にあるネックレスを表示し、,805,1,1,3,4,6,13,15,28,29,翔,拓,翔,翔,拓,拓,circuit,拓,0.4902,0.4902,0.0051
楓と七海がオフィスで席に着いた。七海は熱いコンピューターを持ってきて、,404,1,1,3,4,6,16,18,27,28,七,�,七,七,�,�,ablation,�,0.3184,0.0,0.0016
一輝と達也は庭にいた。達也は落ちていたキスを拾い、,81,1,1,3,4,6,11,13,21,22,達,一,達,達,一,一,ablation,一,0.4414,0.4414,0.002
山で涼太と葵が練習していた。葵はキスをキャッチすると、力強く,353,1,3,5,6,7,12,13,22,23,葵,涼,葵,葵,涼,涼,ablation,キ,0.0503,0.0001,0.0144
翼と七海は山で修理をしていた。七海は近くにあった指輪を掴み、,712,1,1,2,3,5,12,14,23,24,七,翼,七,七,翼,翼,ablation,翼,0.3867,0.3867,0.0007
駅で結衣と翔太が歩いていたとき、翔太は珍しいスナックを見つけ、すぐに,207,1,4,6,7,9,14,16,24,25,翔,結,翔,翔,結,結,ablation,結,0.7969,0.7969,0.0031
病院の隅で大輔と翔太が二人きりだった。翔太は衝撃的なスナックを知り、こっそりと,543,1,6,8,9,11,17,19,35,36,翔,大,翔,翔,大,大,ablation,大,0.208,0.208,0.0076
駅で智也と愛が仕事をしていた。愛は新しいスナックを作成し、その内容を,495,1,4,6,7,8,12,13,24,25,愛,智,愛,愛,智,智,ablation,智,0.2578,0.2578,0.0039
店で達也と哲也が帰り支度をしていた。哲也は車のキスを見つけ、,865,1,3,5,6,8,15,17,23,24,哲,達,哲,哲,達,達,ablation,店,0.1436,0.0723,0.0012
家で彩と七海が乾杯しようとしていた。七海は冷えた指輪を開け、,1056,1,3,4,5,7,14,16,23,24,七,彩,七,七,彩,彩,ablation,彩,0.1377,0.1377,0.0044
結衣と健太はレストランにいた。健太は落ちていた骨を拾い、,90,1,1,3,4,6,11,13,20,21,健,結,健,健,結,結,circuit,結,0.8828,0.8828,0.0007
店の隅で美月と結衣が二人きりだった。結衣は衝撃的な骨を知り、こっそりと,506,1,5,7,8,10,16,18,32,33,結,美,結,結,美,美,ablation,美,0.1514,0.1514,0.0117
学校で陽菜と大輔が練習していた。大輔はネックレスをキャッチすると、力強く,317,1,3,5,6,8,13,15,25,26,大,陽,大,大,陽,陽,ablation,振り,0.0439,0.0013,0.0016
葵と一輝は学校にいた。一輝は落ちていたネックレスを拾い、,101,1,1,2,3,5,10,12,21,22,一,葵,一,一,葵,葵,eval,葵,0.3828,0.3828,0.0131
