prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
店の隅で結衣と健太が二人きりだった。健太は衝撃的なスナックを知り、こっそりと,511,1,5,7,8,10,16,18,35,健,結,健,健,結,結,ablation,店,0.1465,0.1377,0.0145
店で哲也と翔太が本棚を見ていた。翔太は面白そうなバスケットボールを選び、,579,1,3,5,6,8,14,16,25,翔,哲,翔,翔,哲,哲,ablation,哲,0.2656,0.2656,0.0066
山で美優と大輔が仕事をしていた。大輔は新しい骨を作成し、その内容を,498,1,3,5,6,8,12,14,24,大,美,大,大,美,美,ablation,山,0.2451,0.2305,0.0275
愛と翔太はレストランで休憩していた。翔太は携帯の画面にある骨を表示し、,810,1,1,2,3,5,12,14,26,翔,愛,翔,翔,愛,愛,circuit,愛,0.5469,0.5469,0.0113
店の隅で愛と結衣が二人きりだった。結衣は衝撃的な骨を知り、こっそりと,506,1,5,6,7,9,15,17,32,結,愛,結,結,愛,愛,ablation,店,0.1543,0.1206,0.0197
翼と大輔はオフィスにいた。大輔は落ちていたコンピューターを拾い、,116,1,1,2,3,5,12,14,25,大,翼,大,大,翼,翼,ablation,翼,0.4258,0.4258,0.0037
陽菜と翔太は庭にいた。翔太は落ちていた飲み物を拾い、,86,1,1,3,4,6,11,13,22,翔,陽,翔,翔,陽,陽,ablation,陽,0.416,0.416,0.0002
美優と愛はレストランで休憩していた。愛は携帯の画面にあるバスケットボールを表示し、,811,1,1,3,4,5,12,13,27,愛,美,愛,愛,美,美,eval,美,0.5586,0.5586,0.007
家で直人と翔太が本棚を見ていた。翔太は面白そうなキスを選び、,625,1,3,5,5,7,13,15,23,翔,直,翔,翔,直,直,eval,直,0.2793,0.2793,0.0006
病院で美優と拓也が買い物をしていた。拓也は素敵な骨を購入し、,250,1,4,6,7,9,14,16,24,拓,美,拓,拓,美,美,eval,美,0.543,0.543,0.0012
オフィスで翼と七海が乾杯しようとしていた。七海は冷えたバスケットボールを開け、,1051,1,5,6,7,9,16,18,27,七,翼,七,七,翼,翼,ablation,翼,0.2812,0.2812,0.0012
駅の隅で遥と達也が二人きりだった。達也は衝撃的なコンピューターを知り、こっそりと,564,1,6,7,8,10,16,18,36,達,遥,達,達,遥,遥,ablation,彼,0.0864,0.0124,0.0317
哲也と拓也はオフィスにいた。拓也は落ちていた飲み物を拾い、,118,1,1,3,4,6,13,15,24,拓,哲,拓,拓,哲,哲,eval,哲,0.8281,0.8281,0.0001
駅で陽菜と翔太が歩いていたとき、翔太は珍しい骨を見つけ、すぐに,202,1,4,6,7,9,14,16,23,翔,陽,翔,翔,陽,陽,circuit,陽,0.2119,0.2119,0.0153
レストランで翼と大輔が練習していた。大輔は骨をキャッチすると、力強く,306,1,3,4,5,7,12,14,23,大,翼,大,大,翼,翼,ablation,飛,0.0466,0.0234,0.0067
大輔と翔太はレストランで修理をしていた。翔太は近くにあった飲み物を掴み、,670,1,1,3,4,6,13,15,25,翔,大,翔,翔,大,大,ablation,大,0.4297,0.4297,0.0035
家の隅で拓也と大輔が二人きりだった。大輔は衝撃的なコンピューターを知り、こっそりと,556,1,4,6,7,9,15,17,35,大,拓,大,大,拓,拓,ablation,家,0.1553,0.042,0.0175
翼と達也は山にいた。達也は落ちていたキスを拾い、,137,1,1,2,3,5,10,12,21,達,翼,達,達,翼,翼,ablation,翼,0.6875,0.6875,0.0001
陽菜と大輔は学校で修理をしていた。大輔は近くにあった骨を掴み、,674,1,1,3,4,6,13,15,24,大,陽,大,大,陽,陽,ablation,陽,0.2852,0.2852,0.0118
店で剛と直樹が歩いていたとき、直樹は珍しいコンピューターを見つけ、すぐに,148,1,3,4,5,7,12,14,24,直,剛,直,直,剛,剛,ablation,店,0.208,0.0067,0.0151
学校で拓也と結衣が練習していた。結衣はネックレスをキャッチすると、力強く,317,1,3,5,6,8,13,15,26,結,拓,結,結,拓,拓,ablation,振り,0.0486,0.0001,0.0027
庭で彩と和也が準備をしていた。和也は余分なバスケットボールを持っていたので、,731,1,3,4,5,7,12,14,25,和,彩,和,和,彩,彩,circuit,彩,0.2949,0.2949,0.031
美月と結衣が庭で席に着いた。結衣は熱いコンピューターを持ってきて、,372,1,1,3,4,6,14,16,26,結,美,結,結,美,美,ablation,美,0.4004,0.4004,0.0009
病院の隅で美月と健太が二人きりだった。健太は衝撃的なネックレスを知り、こっそりと,541,1,6,8,9,11,17,19,36,健,美,健,健,美,美,ablation,美,0.3125,0.3125,0.0061
病院で千尋と結衣が本棚を見ていた。結衣は面白そうなキスを選び、,609,1,4,6,7,9,15,17,25,結,千,結,結,千,千,ablation,千,0.8398,0.8398,0.003
剛と翔太はレストランで修理をしていた。翔太は近くにあったスナックを掴み、,671,1,1,2,3,5,12,14,25,翔,剛,翔,翔,剛,剛,ablation,翔,0.0598,0.022,0.0598
庭で美月と健太が話していた。健太はネックレスを取り出すと、,13,1,3,5,6,8,12,14,22,健,美,健,健,美,美,eval,美,0.4199,0.4199,0.0011
店で一輝と愛が買い物をしていた。愛は素敵なネックレスを購入し、,221,1,3,5,6,7,12,13,23,愛,一,愛,愛,一,一,ablation,一,0.5352,0.5352,0.0056
レストランで一輝と大輔が乾杯しようとしていた。大輔は冷えた飲み物を開け、,1030,1,3,5,6,8,15,17,25,大,一,大,大,一,一,ablation,一,0.2158,0.2158,0.0177
庭で葵と陽菜が買い物をしていた。陽菜は素敵なコンピューターを購入し、,228,1,3,4,5,7,12,14,25,陽,葵,陽,陽,葵,葵,eval,葵,0.459,0.459,0.0027
庭で楓と美優が帰り支度をしていた。美優は車の骨を見つけ、,874,1,3,5,6,8,15,17,23,美,�,美,美,�,�,ablation,庭,0.3457,0.0,0.0236
庭で翼と翔太が練習していた。翔太は飲み物をキャッチすると、力強く,302,1,3,4,5,7,12,14,24,翔,翼,翔,翔,翼,翼,ablation,飛,0.0835,0.0154,0.0198
オフィスで葵と陽菜が本棚を見ていた。陽菜は面白そうなネックレスを選び、,621,1,5,6,7,9,15,17,26,陽,葵,陽,陽,葵,葵,ablation,葵,0.6953,0.6953,0.0039
聡と健太はレストランで修理をしていた。健太は近くにあった指輪を掴み、,664,1,1,3,4,6,13,15,25,健,�,健,健,�,�,ablation,�,0.2031,0.0,0.0014
病院で亮と拓也が本棚を見ていた。拓也は面白そうなバスケットボールを選び、,611,1,4,5,6,8,14,16,25,拓,亮,拓,拓,亮,亮,ablation,亮,0.6406,0.6406,0.0003
里奈と彩が病院で席に着いた。彩は熱いスナックを持ってきて、,399,1,1,3,4,5,14,15,24,彩,里,彩,彩,里,里,ablation,里,0.2051,0.2051,0.001
家で拓也と結衣が帰り支度をしていた。結衣は車のネックレスを見つけ、,917,1,3,5,6,8,15,17,25,結,拓,結,結,拓,拓,ablation,拓,0.0403,0.0403,0.0216
庭で美優と哲也が歩いていたとき、哲也は珍しい飲み物を見つけ、すぐに,158,1,3,5,6,8,13,15,23,哲,美,哲,哲,美,美,eval,美,0.3691,0.3691,0.0021
彩と美月は駅の図書館にいた。美月は借りていた指輪を読み終え、,992,1,1,2,3,5,16,18,28,美,彩,美,美,彩,彩,ablation,彩,0.4297,0.4297,0.0051
学校で剛と直樹が練習していた。直樹はスナックをキャッチすると、力強く,319,1,3,4,5,7,12,14,25,直,剛,直,直,剛,剛,ablation,投,0.1455,0.0002,0.0023
店で哲也と翔太が本棚を見ていた。翔太は面白そうな飲み物を選び、,582,1,3,5,6,8,14,16,24,翔,哲,翔,翔,哲,哲,ablation,店,0.3281,0.1758,0.0073
オフィスで健太と陽菜が話していた。陽菜はネックレスを取り出すと、,45,1,5,7,8,10,14,16,24,陽,健,陽,陽,健,健,ablation,健,0.1729,0.1729,0.0056
翼と哲也は家にいた。哲也は落ちていた指輪を拾い、,120,1,1,2,3,5,10,12,21,哲,翼,哲,哲,翼,翼,ablation,翼,0.3418,0.3418,0.002
涼太と翼が山で席に着いた。翼は熱い指輪を持ってきて、,424,1,1,3,4,5,13,14,22,翼,涼,翼,翼,涼,涼,eval,涼,0.8398,0.8398,0.0006
庭で和也と翼が話していた。翼はコンピューターを取り出すと、,12,1,3,5,6,7,11,12,21,翼,和,翼,翼,和,和,circuit,和,0.1021,0.1021,0.0021
庭で亮と陽菜が本棚を見ていた。陽菜は面白そうな飲み物を選び、,590,1,3,4,5,7,13,15,23,陽,亮,陽,陽,亮,亮,ablation,亮,0.1973,0.1973,0.0077
オフィスで亮と愛が話していた。愛は指輪を取り出すと、,40,1,5,6,7,8,12,13,20,愛,亮,愛,愛,亮,亮,ablation,亮,0.2871,0.2871,0.0049
レストランで涼太と結衣が本棚を見ていた。結衣は面白そうなスナックを選び、,599,1,3,5,6,8,14,16,25,結,涼,結,結,涼,涼,circuit,涼,0.3496,0.3496,0.0068
結衣と大輔は山で休憩していた。大輔は携帯の画面にある指輪を表示し、,856,1,1,3,4,6,13,15,28,大,結,大,大,結,結,ablation,結,0.7383,0.7383,0.0135
家で七海と愛が準備をしていた。愛は余分なネックレスを持っていたので、,773,1,3,5,6,7,12,13,24,愛,七,愛,愛,七,七,ablation,七,0.2637,0.2637,0.0124
愛と翔太は駅にいた。翔太は落ちていたネックレスを拾い、,133,1,1,2,3,5,11,13,23,翔,愛,翔,翔,愛,愛,ablation,愛,0.6172,0.6172,0.0032
病院で健太と陽菜が買い物をしていた。陽菜は素敵なバスケットボールを購入し、,251,1,4,6,7,9,14,16,26,陽,健,陽,陽,健,健,eval,健,0.707,0.707,0.0048
達也と健太は学校の図書館にいた。健太は借りていたネックレスを読み終え、,965,1,1,3,4,6,16,18,29,健,達,健,健,達,達,circuit,達,0.3555,0.3555,0.001
楓と美月は山にいた。美月は落ちていた指輪を拾い、,136,1,1,3,4,6,11,13,22,美,�,美,美,�,�,ablation,�,0.6289,0.0,0.0148
結衣と翔太が学校で席に着いた。翔太は熱いバスケットボールを持ってきて、,387,1,1,3,4,6,14,16,25,翔,結,翔,翔,結,結,ablation,結,0.7617,0.7617,0.0007
家の隅で亮と翔太が二人きりだった。翔太は衝撃的な飲み物を知り、こっそりと,558,1,4,5,6,8,14,16,32,翔,亮,翔,翔,亮,亮,ablation,亮,0.4883,0.4883,0.0033
学校で亮と健太が本棚を見ていた。健太は面白そうなバスケットボールを選び、,603,1,3,4,5,7,13,15,24,健,亮,健,健,亮,亮,ablation,亮,0.4902,0.4902,0.0011
家で健太と陽菜が帰り支度をしていた。陽菜は車のコンピューターを見つけ、,916,1,3,5,6,8,15,17,26,陽,健,陽,陽,健,健,ablation,健,0.0967,0.0967,0.019
レストランで翼と達也が買い物をしていた。達也は素敵な飲み物を購入し、,238,1,3,4,5,7,12,14,23,達,翼,達,達,翼,翼,circuit,翼,0.3496,0.3496,0.0021
山で達也と亮が本棚を見ていた。亮は面白そうなバスケットボールを選び、,643,1,3,5,6,7,13,14,23,亮,達,亮,亮,達,達,ablation,山,0.4492,0.0942,0.0009
学校で亮と大輔が仕事をしていた。大輔は新しいスナックを作成し、その内容を,463,1,3,4,5,7,11,13,25,大,亮,大,大,亮,亮,ablation,亮,0.1396,0.1396,0.0177
和也と一輝は病院にいた。一輝は落ちていた指輪を拾い、,104,1,1,3,4,6,12,14,23,一,和,一,一,和,和,ablation,和,0.25,0.25,0.0141
剛と葵は山にいた。葵は落ちていた飲み物を拾い、,142,1,1,2,3,4,9,10,19,葵,剛,葵,葵,剛,剛,ablation,山,0.0767,0.0342,0.0282
家で美月と亮が帰り支度をしていた。亮は車の骨を見つけ、,914,1,3,5,6,7,14,15,21,亮,美,亮,亮,美,美,ablation,家,0.1787,0.1484,0.0042
愛と大輔は店にいた。大輔は落ちていたバスケットボールを拾い、,75,1,1,2,3,5,10,12,22,大,愛,大,大,愛,愛,ablation,愛,0.5391,0.5391,0.0173
和也と健太が駅で席に着いた。健太は熱いバスケットボールを持ってきて、,419,1,1,3,4,6,15,17,26,健,和,健,健,和,和,ablation,和,0.334,0.334,0.0016
山で葵と陽菜が乾杯しようとしていた。陽菜は冷えたコンピューターを開け、,1076,1,3,4,5,7,14,16,26,陽,葵,陽,陽,葵,葵,ablation,葵,0.0986,0.0986,0.0049
病院で一輝と達也が乾杯しようとしていた。達也は冷えた飲み物を開け、,1046,1,4,6,7,9,16,18,26,達,一,達,達,一,一,ablation,一,0.2559,0.2559,0.0006
一輝と亮は店で修理をしていた。亮は近くにあった骨を掴み、,650,1,1,3,4,5,12,13,22,亮,一,亮,亮,一,一,ablation,一,0.3242,0.3242,0.0006
翼と美優はレストランで修理をしていた。美優は近くにあった飲み物を掴み、,670,1,1,2,3,5,12,14,24,美,翼,美,美,翼,翼,ablation,翼,0.4492,0.4492,0.006
愛と結衣は学校にいた。結衣は落ちていたコンピューターを拾い、,100,1,1,2,3,5,10,12,23,結,愛,結,結,愛,愛,ablation,愛,0.5742,0.5742,0.0077
彩と一輝はレストランで休憩していた。一輝は携帯の画面にあるキスを表示し、,809,1,1,2,3,5,12,14,27,一,彩,一,一,彩,彩,ablation,彩,0.5156,0.5156,0.0742
家で美月と哲也が準備をしていた。哲也は余分なキスを持っていたので、,769,1,3,5,6,8,13,15,25,哲,美,哲,哲,美,美,circuit,美,0.2412,0.2412,0.0034
七海と亮は学校で休憩していた。亮は携帯の画面にあるスナックを表示し、,823,1,1,3,4,5,12,13,27,亮,七,亮,亮,七,七,ablation,七,0.4473,0.4473,0.0001
レストランで直樹と愛が乾杯しようとしていた。愛は冷えた指輪を開け、,1024,1,3,5,6,7,14,15,23,愛,直,愛,愛,直,直,ablation,指,0.1582,0.1484,0.0027
駅で翼と達也が仕事をしていた。達也は新しい指輪を作成し、その内容を,488,1,4,5,6,8,12,14,25,達,翼,達,達,翼,翼,ablation,翼,0.2275,0.2275,0.0476
亮と拓也は店の図書館にいた。拓也は借りていたコンピューターを読み終え、,940,1,1,2,3,5,15,17,29,拓,亮,拓,拓,亮,亮,ablation,亮,0.0991,0.0991,0.0007
レストランで翼と美優が買い物をしていた。美優は素敵な飲み物を購入し、,238,1,3,4,5,7,12,14,23,美,翼,美,美,翼,翼,eval,翼,0.3398,0.3398,0.0625
達也と陽菜は山にいた。陽菜は落ちていた指輪を拾い、,136,1,1,3,4,6,11,13,22,陽,達,陽,陽,達,達,ablation,達,0.4141,0.4141,0.0076
病院でさくらと愛が乾杯しようとしていた。愛は冷えた飲み物を開け、,1046,1,4,7,8,9,16,17,25,愛,さ,愛,愛,さ,さ,ablation,さ,0.3125,0.3125,0.0015
一輝と亮は病院の図書館にいた。亮は借りていた飲み物を読み終え、,974,1,1,3,4,5,16,17,27,亮,一,亮,亮,一,一,ablation,一,0.2969,0.2969,0.0003
学校で里奈と直樹が話していた。直樹は指輪を取り出すと、,24,1,3,5,6,8,12,14,21,直,里,直,直,里,里,eval,里,0.106,0.106,0.0068
和也と美月は山で修理をしていた。美月は近くにあった骨を掴み、,714,1,1,3,4,6,13,15,24,美,和,美,美,和,和,ablation,和,0.2471,0.2471,0.0027
病院で葵と健太が仕事をしていた。健太は新しいキスを作成し、その内容を,465,1,4,5,6,8,12,14,25,健,葵,健,健,葵,葵,ablation,葵,0.3086,0.3086,0.0036
レストランで大輔と翔太が準備をしていた。翔太は余分なコンピューターを持っていたので、,740,1,3,5,6,8,13,15,27,翔,大,翔,翔,大,大,eval,大,0.1035,0.1035,0.0036
剛と翔太は庭で修理をしていた。翔太は近くにあったコンピューターを掴み、,660,1,1,2,3,5,12,14,26,翔,剛,翔,翔,剛,剛,ablation,剛,0.1226,0.1226,0.0166
翼と結衣は庭にいた。結衣は落ちていたキスを拾い、,81,1,1,2,3,5,10,12,21,結,翼,結,結,翼,翼,ablation,翼,0.5703,0.5703,0.0032
店で陽菜と大輔が乾杯しようとしていた。大輔は冷えたネックレスを開け、,1013,1,3,5,6,8,15,17,26,大,陽,大,大,陽,陽,ablation,店,0.1069,0.0474,0.0034
山で聡と陽菜が準備をしていた。陽菜は余分なスナックを持っていたので、,791,1,3,5,6,8,13,15,26,陽,�,陽,陽,�,�,circuit,山,0.2852,0.0,0.0134
オフィスで翼と陽菜が歩いていたとき、陽菜は珍しい骨を見つけ、すぐに,186,1,5,6,7,9,14,16,23,陽,翼,陽,陽,翼,翼,ablation,翼,0.5234,0.5234,0.0066
学校で直樹と拓也が歩いていたとき、拓也は珍しい骨を見つけ、すぐに,170,1,3,5,6,8,13,15,22,拓,直,拓,拓,直,直,ablation,直,0.3691,0.3691,0.0021
病院で愛と陽菜が準備をしていた。陽菜は余分なスナックを持っていたので、,759,1,4,5,6,8,13,15,26,陽,愛,陽,陽,愛,愛,ablation,病,0.1602,0.1099,0.0277
結衣と翔太は家にいた。翔太は落ちていた骨を拾い、,122,1,1,3,4,6,11,13,21,翔,結,翔,翔,結,結,ablation,結,0.9062,0.9062,0.0021
レストランの隅で哲也と愛が二人きりだった。愛は衝撃的なバスケットボールを知り、こっそりと,523,1,5,7,8,9,15,16,33,愛,哲,愛,愛,哲,哲,circuit,哲,0.2334,0.2334,0.0231
レストランで葵と陽菜が本棚を見ていた。陽菜は面白そうなコンピューターを選び、,596,1,3,4,5,7,13,15,25,陽,葵,陽,陽,葵,葵,ablation,葵,0.7539,0.7539,0.0031
家で涼太と七海が練習していた。七海はコンピューターをキャッチすると、力強く,340,1,3,5,6,8,13,15,27,七,涼,七,七,涼,涼,ablation,、,0.0393,0.0,0.0003
レストランで涼太と翼が本棚を見ていた。翼は面白そうなバスケットボールを選び、,595,1,3,5,6,7,13,14,23,翼,涼,翼,翼,涼,涼,ablation,涼,0.5703,0.5703,0.0006
店で健太と大輔が準備をしていた。大輔は余分なキスを持っていたので、,721,1,3,5,6,8,13,15,25,大,健,大,大,健,健,ablation,健,0.1992,0.1992,0.0254
店で亮と健太が仕事をしていた。健太は新しい骨を作成し、その内容を,434,1,3,4,5,7,11,13,23,健,亮,健,健,亮,亮,circuit,亮,0.1699,0.1699,0.0024
