prompt,prompt_id,prefix,IO,connector,S1,action1,S2,action2,length,wrong_token,correct_token,S1_token,S2_token,IO_token,label,split,top_answer,top_answer_prob,correct_prob,wrong_prob
駅で里奈と美羽が話していた。蓮はバスケットボールを取り出すと、,59,1,4,6,7,9,13,14,22,陽,愛,陽,陽,愛,愛,ablation,美,0.0996,0.0009,0.0002
庭で裕太と大樹が乾杯しようとしていた。加奈は冷えたスナックを開け、,1023,1,3,5,6,8,15,17,26,哲,美,哲,哲,美,美,ablation,裕,0.1475,0.0004,0.0
オフィスで優花と杏奈が本棚を見ていた。加奈は面白そうなスナックを選び、,623,1,5,7,8,10,16,18,27,七,美,七,七,美,美,ablation,優,0.0815,0.0023,0.0001
病院で七海と涼太が乾杯しようとしていた。加奈は冷えた骨を開け、,1042,1,4,6,7,9,16,18,25,翔,哲,翔,翔,哲,哲,ablation,七,0.0464,0.0,0.0
涼太と大樹は病院の図書館にいた。雄大は借りていたキスを読み終え、,969,1,1,3,4,6,17,19,29,大,哲,大,大,哲,哲,ablation,涼,0.2754,0.0,0.0349
病院で優菜と杏奈が本棚を見ていた。大樹は面白そうな骨を選び、,610,1,4,6,7,9,15,17,24,翔,達,翔,翔,達,達,ablation,優,0.0757,0.0,0.0
病院で里奈と修が仕事をしていた。光は新しいキスを作成し、その内容を,465,1,4,6,7,8,12,13,24,愛,優,愛,愛,優,優,ablation,修,0.0752,0.0006,0.0006
店で剛と智也が買い物をしていた。千尋は素敵なスナックを購入し、,223,1,3,4,5,7,12,14,24,陽,彩,陽,陽,彩,彩,ablation,店,0.0552,0.0001,0.0003
レストランで直樹と裕太が話していた。雄大はスナックを取り出すと、,23,1,3,5,6,8,12,14,22,美,優,美,美,優,優,ablation,直,0.0403,0.0023,0.0008
オフィスで隼人と智也が歩いていたとき、美穂は珍しい飲み物を見つけ、すぐに,190,1,5,7,7,9,14,17,25,大,七,大,大,七,七,eval,智,0.0684,0.0,0.001
学校の隅で裕太と大樹が二人きりだった。加奈は衝撃的なネックレスを知り、こっそりと,533,1,5,7,8,10,16,18,35,拓,七,拓,拓,七,七,ablation,裕,0.1514,0.0,0.0001
病院で美羽と光が練習していた。加奈はスナックをキャッチすると、力強く,327,1,4,6,7,8,13,15,26,優,剛,優,優,剛,剛,ablation,投,0.0513,0.0,0.0023
優花と蓮は家にいた。加奈は落ちていた飲み物を拾い、,126,1,1,3,4,5,10,12,21,哲,葵,哲,哲,葵,葵,ablation,優,0.0349,0.0003,0.0
陸と裕太は店で修理をしていた。修は近くにあったバスケットボールを掴み、,651,1,1,2,3,5,12,13,24,亮,里,亮,亮,里,里,circuit,陸,0.1621,0.0,0.0
庭で美優と涼太が帰り支度をしていた。遥は車の骨を見つけ、,874,1,3,5,6,8,15,16,22,翔,亮,翔,翔,亮,亮,ablation,美,0.062,0.0,0.0002
病院で美羽と美穂が練習していた。真央はコンピューターをキャッチすると、力強く,324,1,4,6,4,7,15,17,29,翔,美,翔,翔,美,美,circuit,、,0.0325,0.0087,0.0
病院の隅で優花と修が二人きりだった。加奈は衝撃的なコンピューターを知り、こっそりと,540,1,6,8,9,10,16,18,36,大,愛,大,大,愛,愛,ablation,修,0.1206,0.0015,0.0005
山で杏奈と遥が買い物をしていた。大樹は素敵なバスケットボールを購入し、,283,1,3,5,6,7,12,14,24,陽,蓮,陽,陽,蓮,蓮,ablation,山,0.1924,0.0,0.0005
直樹と美羽は駅で休憩していた。光は携帯の画面にあるキスを表示し、,849,1,1,3,4,6,14,15,28,愛,さ,愛,愛,さ,さ,ablation,美,0.2305,0.002,0.0023
病院で達也と七海が帰り支度をしていた。涼太は車の骨を見つけ、,898,1,4,6,7,9,16,18,24,健,美,健,健,美,美,ablation,達,0.054,0.0003,0.0
葵と彩は山で休憩していた。蓮は携帯の画面にあるキスを表示し、,857,1,1,2,3,4,11,12,25,愛,亮,愛,愛,亮,亮,circuit,葵,0.4238,0.0,0.001
店で彩と優菜が準備をしていた。杏奈は余分なネックレスを持っていたので、,725,1,3,4,5,7,12,14,25,七,翼,七,七,翼,翼,ablation,彩,0.1001,0.0,0.0001
直樹と優菜が庭で席に着いた。陸は熱いバスケットボールを持ってきて、,371,1,1,3,4,6,14,15,24,美,葵,美,美,葵,葵,ablation,二人,0.1084,0.0001,0.0016
病院で美羽と遥が帰り支度をしていた。加奈は車のスナックを見つけ、,903,1,4,6,7,8,15,17,25,翔,彩,翔,翔,彩,彩,ablation,美,0.0442,0.0001,0.0002
杏奈と真央はオフィスにいた。加奈は落ちていたネックレスを拾い、,117,1,1,3,4,6,13,15,25,和,里,和,和,里,里,ablation,真,0.1157,0.0001,0.0003
レストランで美月と優花が仕事をしていた。誠は新しいバスケットボールを作成し、その内容を,451,1,3,5,6,8,12,13,25,哲,翼,哲,哲,翼,翼,eval,美,0.2754,0.0,0.0
山で杏奈と誠が歩いていたとき、修は珍しいキスを見つけ、すぐに,209,1,3,5,6,7,12,13,21,亮,優,亮,亮,優,優,ablation,誠,0.0879,0.0006,0.0
病院で彩と蓮が乾杯しようとしていた。千尋は冷えたコンピューターを開け、,1044,1,4,5,6,7,14,16,26,葵,涼,葵,葵,涼,涼,ablation,彩,0.0378,0.0002,0.0004
優花と智也は家で修理をしていた。蓮は近くにあったコンピューターを掴み、,700,1,1,3,4,6,13,14,26,結,葵,結,結,葵,葵,ablation,優,0.0645,0.0,0.0003
オフィスで涼太と杏奈が乾杯しようとしていた。真央は冷えたスナックを開け、,1055,1,5,7,8,10,17,19,28,大,哲,大,大,哲,哲,ablation,二人,0.0796,0.0,0.0019
杏奈と裕太が山で席に着いた。雄大は熱いスナックを持ってきて、,431,1,1,3,4,6,14,16,25,翔,健,翔,翔,健,健,eval,二人,0.1875,0.0003,0.0001
達也と千尋は山にいた。遥は落ちていたコンピューターを拾い、,140,1,1,3,4,6,11,12,23,陽,亮,陽,陽,亮,亮,ablation,達,0.0566,0.0,0.0002
和也と涼太が店で席に着いた。智也は熱い指輪を持ってきて、,360,1,1,3,4,6,14,16,24,大,哲,大,大,哲,哲,circuit,涼,0.375,0.0,0.0007
遥と大樹は家で休憩していた。加奈は携帯の画面にある指輪を表示し、,840,1,1,2,3,5,12,14,27,健,誠,健,健,誠,誠,ablation,大,0.0728,0.0002,0.0002
家で陸と修が本棚を見ていた。雄大は面白そうなコンピューターを選び、,628,1,3,4,5,6,12,14,24,翼,優,翼,翼,優,優,eval,修,0.0742,0.0021,0.0001
優菜と美羽は家で休憩していた。裕太は携帯の画面にあるスナックを表示し、,847,1,1,3,4,6,13,15,29,拓,七,拓,拓,七,七,ablation,二人,0.0684,0.0,0.0
店で優花と裕太が練習していた。大樹は飲み物をキャッチすると、力強く,294,1,3,5,6,8,13,15,25,達,七,達,達,七,七,ablation,投,0.0757,0.0,0.0
七海と直樹は病院で修理をしていた。杏奈は近くにあった骨を掴み、,682,1,1,3,4,6,14,16,25,拓,哲,拓,拓,哲,哲,ablation,直,0.1206,0.0,0.0
山で裕太と大樹が帰り支度をしていた。雄大は車のスナックを見つけ、,935,1,3,5,6,8,15,17,25,七,美,七,七,美,美,ablation,裕,0.082,0.0005,0.0001
レストランで遥と真央が本棚を見ていた。雄大は面白そうな骨を選び、,594,1,3,4,5,7,13,15,22,哲,陸,哲,哲,陸,陸,circuit,真,0.0547,0.0001,0.0001
山で美羽と智也が練習していた。修は骨をキャッチすると、力強く,354,1,3,5,6,8,13,14,23,拓,亮,拓,拓,亮,亮,ablation,、,0.032,0.0,0.0
レストランの隅で美月と和也が二人きりだった。裕太は衝撃的なコンピューターを知り、こっそりと,524,1,5,7,8,10,16,18,36,翔,達,翔,翔,達,達,ablation,和,0.1245,0.0001,0.0
庭で達也と和也が歩いていたとき、雄大は珍しいスナックを見つけ、すぐに,159,1,3,5,6,8,13,15,24,健,結,健,健,結,結,ablation,和,0.0767,0.0008,0.0001
駅で美優と達也が本棚を見ていた。里奈は面白そうなコンピューターを選び、,636,1,4,6,7,9,15,17,27,陽,拓,陽,陽,拓,拓,circuit,美,0.2197,0.0,0.0002
学校で陸と美羽が仕事をしていた。杏奈は新しいネックレスを作成し、その内容を,461,1,3,4,5,7,11,13,25,健,翼,健,健,翼,翼,ablation,美,0.4922,0.0,0.0001
七海と優菜は学校の図書館にいた。加奈は借りていたネックレスを読み終え、,965,1,1,3,4,6,16,18,29,翔,美,翔,翔,美,美,ablation,七,0.1582,0.0013,0.0
家で杏奈と裕太が準備をしていた。大樹は余分なバスケットボールを持っていたので、,771,1,3,5,6,8,13,15,26,翔,里,翔,翔,里,里,ablation,杏,0.0562,0.0001,0.0002
オフィスで七海と聡が買い物をしていた。美穂は素敵なスナックを購入し、,263,1,5,7,8,10,15,18,28,美,亮,美,美,亮,亮,eval,七,0.207,0.0001,0.0264
店で涼太と千尋が乾杯しようとしていた。加奈は冷えたキスを開け、,1009,1,3,5,6,8,15,17,25,大,哲,大,大,哲,哲,ablation,乾,0.0728,0.0,0.0013
哲也と優菜は家で修理をしていた。智也は近くにあったコンピューターを掴み、,700,1,1,3,4,6,13,15,27,翔,陽,翔,翔,陽,陽,ablation,優,0.5312,0.0001,0.0
家で里奈と大樹が乾杯しようとしていた。加奈は冷えたスナックを開け、,1063,1,3,5,6,8,15,17,26,健,七,健,健,七,七,ablation,大,0.0713,0.0001,0.0001
駅で和也と彩が乾杯しようとしていた。裕太は冷えた指輪を開け、,1064,1,4,6,7,8,15,17,25,結,亮,結,結,亮,亮,ablation,和,0.0762,0.0002,0.0011
家で隼人と千尋が話していた。香織はバスケットボールを取り出すと、,51,1,3,5,5,7,11,14,22,哲,一,哲,哲,一,一,ablation,隼,0.0342,0.0063,0.0001
七海と美月は店にいた。優菜は落ちていたコンピューターを拾い、,76,1,1,3,4,6,11,13,24,翔,大,翔,翔,大,大,ablation,七,0.1055,0.0013,0.0001
優菜と里奈は山で休憩していた。真央は携帯の画面にあるネックレスを表示し、,861,1,1,3,4,6,13,15,29,陽,美,陽,陽,美,美,ablation,優,0.0991,0.0038,0.0004
和也と直樹は家で休憩していた。大樹は携帯の画面にあるコンピューターを表示し、,844,1,1,3,4,6,13,15,30,拓,一,拓,拓,一,一,eval,和,0.1953,0.0046,0.0
さくらと優花は駅で休憩していた。彩は携帯の画面にある骨を表示し、,850,1,1,4,5,7,15,16,28,結,拓,結,結,拓,拓,ablation,さ,0.2949,0.0,0.0015
杏奈と誠は駅の図書館にいた。光は借りていた指輪を読み終え、,992,1,1,3,4,5,16,17,27,彩,美,彩,彩,美,美,ablation,杏,0.0405,0.0006,0.0
七海と加奈は病院の図書館にいた。雄大は借りていた飲み物を読み終え、,974,1,1,3,4,6,17,19,29,翔,健,翔,翔,健,健,ablation,七,0.0825,0.0003,0.0
学校の隅で葵と杏奈が二人きりだった。真央は衝撃的な指輪を知り、こっそりと,528,1,5,6,7,9,15,17,33,陽,愛,陽,陽,愛,愛,ablation,葵,0.3477,0.0001,0.0003
庭で優花と直樹が買い物をしていた。千尋は素敵なコンピューターを購入し、,228,1,3,5,6,8,13,15,26,陽,結,陽,陽,結,結,ablation,直,0.2021,0.0016,0.0003
一輝と千尋は学校にいた。加奈は落ちていた飲み物を拾い、,102,1,1,3,4,6,11,13,22,結,拓,結,結,拓,拓,ablation,一,0.0571,0.0,0.0003
美月と優花が家で席に着いた。加奈は熱いコンピューターを持ってきて、,412,1,1,3,4,6,14,16,26,陽,結,陽,陽,結,結,eval,美,0.1279,0.0003,0.0001
庭で拓也と愛が話していた。さくらはスナックを取り出すと、,15,1,3,5,6,7,11,14,22,健,結,健,健,結,結,ablation,拓,0.084,0.0004,0.0001
病院の隅で陸と花が二人きりだった。真央は衝撃的な指輪を知り、こっそりと,536,1,6,7,8,9,15,17,33,亮,美,亮,亮,美,美,ablation,花,0.1582,0.0009,0.0
剛と裕太はレストランにいた。誠は落ちていた骨を拾い、,90,1,1,2,3,5,10,11,19,翼,和,翼,翼,和,和,ablation,裕,0.0884,0.0014,0.0001
学校で七海と葵が歩いていたとき、直樹は珍しいネックレスを見つけ、すぐに,173,1,3,5,6,7,12,14,23,大,愛,大,大,愛,愛,eval,葵,0.1631,0.0002,0.0007
涼太と里奈はオフィスで修理をしていた。光は近くにあった飲み物を掴み、,694,1,1,3,4,6,15,16,26,結,亮,結,結,亮,亮,eval,涼,0.0669,0.0,0.0003
学校で里奈と智也が歩いていたとき、雄大は珍しい指輪を見つけ、すぐに,168,1,3,5,6,8,13,15,23,大,達,大,大,達,達,ablation,里,0.0967,0.0001,0.0011
直樹と優菜は病院にいた。真央は落ちていたスナックを拾い、,111,1,1,3,4,6,12,14,24,翔,陽,翔,翔,陽,陽,ablation,直,0.0913,0.0005,0.0001
店で花と誠が本棚を見ていた。遥は面白そうな指輪を選び、,576,1,3,4,5,6,12,13,21,愛,彩,愛,愛,彩,彩,ablation,店,0.3691,0.0,0.0008
七海と杏奈は駅の図書館にいた。千尋は借りていたキスを読み終え、,993,1,1,3,4,6,17,19,29,翔,美,翔,翔,美,美,ablation,七,0.0879,0.0009,0.0001
駅で千尋と修が本棚を見ていた。加奈は面白そうなバスケットボールを選び、,635,1,4,6,7,8,14,16,25,大,翼,大,大,翼,翼,eval,千,0.5586,0.0,0.0008
駅で直樹と美羽が話していた。杏奈は飲み物を取り出すと、,62,1,4,6,7,9,13,15,22,翔,健,翔,翔,健,健,ablation,直,0.1133,0.0001,0.0
山で千尋と修が練習していた。光は骨をキャッチすると、力強く,354,1,3,5,6,7,12,13,22,陸,杏,陸,陸,杏,杏,ablation,、,0.0315,0.0,0.0001
庭で優花と隼人が乾杯しようとしていた。智也は冷えた骨を開け、,1018,1,3,5,6,8,14,16,23,結,直,結,結,直,直,ablation,酒,0.0215,0.0013,0.0002
レストランで美羽と杏奈が乾杯しようとしていた。裕太は冷えたネックレスを開け、,1029,1,3,5,6,8,15,17,26,陽,哲,陽,陽,哲,哲,ablation,美,0.1094,0.0,0.0002
店で優花と優菜が買い物をしていた。光は素敵なネックレスを購入し、,221,1,3,5,3,5,13,14,24,結,愛,結,結,愛,愛,ablation,優,0.1855,0.0011,0.0046
優花と花は駅にいた。遥は落ちていたスナックを拾い、,135,1,1,3,2,3,11,12,22,愛,美,愛,愛,美,美,ablation,花,0.0898,0.0018,0.0009
美優と杏奈は学校の図書館にいた。誠は借りていた指輪を読み終え、,960,1,1,3,4,6,16,17,27,拓,愛,拓,拓,愛,愛,circuit,美,0.0938,0.0006,0.0
優花と陸は山で修理をしていた。雄大は近くにあったネックレスを掴み、,717,1,1,3,4,5,12,14,25,拓,葵,拓,拓,葵,葵,ablation,優,0.1328,0.0,0.0001
山で遥と雄大が仕事をしていた。香織は新しいキスを作成し、その内容を,497,1,3,4,5,7,11,14,25,智,�,智,智,�,�,ablation,山,0.1816,0.0,0.0
山で拓也と和也が本棚を見ていた。杏奈は面白そうな指輪を選び、,640,1,3,5,6,8,14,16,24,翔,結,翔,翔,結,結,ablation,山,0.1611,0.0008,0.0002
亮と美優は山にいた。真央は落ちていたコンピューターを拾い、,140,1,1,2,3,5,10,12,23,健,愛,健,健,愛,愛,ablation,美,0.0796,0.0004,0.0002
学校で遥と加奈が買い物をしていた。雄大は素敵なネックレスを購入し、,245,1,3,4,5,7,12,14,24,千,誠,千,千,誠,誠,circuit,加,0.1787,0.0003,0.0003
庭で優花と直樹が歩いていたとき、蓮は珍しい骨を見つけ、すぐに,154,1,3,5,6,8,13,14,21,翔,亮,翔,翔,亮,亮,ablation,直,0.1069,0.0001,0.0001
庭で直樹と真央が買い物をしていた。加奈は素敵なコンピューターを購入し、,228,1,3,5,6,8,13,15,26,結,達,結,結,達,達,ablation,真,0.1069,0.0001,0.0022
優菜と聡が学校で席に着いた。加奈は熱いキスを持ってきて、,385,1,1,3,4,6,14,16,24,美,�,美,美,�,�,ablation,優,0.2061,0.0,0.0031
駅の隅で美羽と杏奈が二人きりだった。雄大は衝撃的なキスを知り、こっそりと,561,1,6,8,9,11,17,19,35,七,里,七,七,里,里,ablation,二人,0.126,0.0,0.0
駅で千尋と修が買い物をしていた。光は素敵な指輪を購入し、,272,1,4,6,7,8,13,14,23,翼,里,翼,翼,里,里,ablation,千,0.3516,0.0001,0.0
駅で七海と大樹が買い物をしていた。真央は素敵なコンピューターを購入し、,276,1,4,6,7,9,14,16,27,陽,達,陽,陽,達,達,ablation,七,0.2598,0.0001,0.0001
レストランで直人と葵が準備をしていた。香織は余分な骨を持っていたので、,738,1,3,5,5,6,11,14,23,陽,愛,陽,陽,愛,愛,ablation,直,0.1416,0.0001,0.0
レストランで陸と美羽が準備をしていた。雄大は余分なネックレスを持っていたので、,741,1,3,4,5,7,12,14,25,達,彩,達,達,彩,彩,ablation,美,0.0464,0.0,0.0
隼人と遥は病院で休憩していた。修は携帯の画面にあるスナックを表示し、,831,1,1,3,3,4,12,13,27,愛,未来,愛,愛,未来,未来,ablation,二人,0.0593,0.0,0.0001
病院で剛と里奈が乾杯しようとしていた。加奈は冷えたバスケットボールを開け、,1043,1,4,5,6,8,15,17,26,優,彩,優,優,彩,彩,eval,その,0.0273,0.0,0.0006
直樹と修が山で席に着いた。雄大は熱い指輪を持ってきて、,424,1,1,3,4,5,13,15,23,達,翼,達,達,翼,翼,ablation,直,0.1357,0.0001,0.0001
